mRNA,CKR,HSR,FoldChange,log2FC
LOC_Os02g09070,3.8,0.0,0.20833333333333334,-2.263034405833794
LOC_Os02g09150,14.6,2.7,0.2371794871794872,-2.0759488532332986
LOC_Os02g09340,3.7,0.0,0.2127659574468085,-2.232660756790275
LOC_Os02g09380,6.8,0.0,0.12820512820512822,-2.9634741239748856
LOC_Os02g09430,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os02g09460,11.1,0.5,0.12396694214876033,-3.011972641666076
LOC_Os02g09530,3.7,0.0,0.2127659574468085,-2.232660756790275
LOC_Os02g09590,11.3,1.2,0.17886178861788618,-2.4830828867019425
LOC_Os02g09600,8.2,0.5,0.16304347826086957,-2.6166713604484944
LOC_Os02g09610,3.4,0.0,0.22727272727272727,-2.137503523749935
LOC_Os02g09660,6.3,0.0,0.136986301369863,-2.867896463992655
LOC_Os02g09850,19.5,2.1,0.15121951219512195,-2.725283789118571
LOC_Os02g09930,37.9,1.8,0.07197943444730077,-3.7962714229285877
LOC_Os02g09940,4.8,0.0,0.1724137931034483,-2.5360529002402097
LOC_Os02g10020,5.0,0.0,0.16666666666666666,-2.584962500721156
LOC_Os02g10030,3.6,0.0,0.2173913043478261,-2.2016338611696504
LOC_Os02g10190,22.2,0.6,0.06896551724137931,-3.8579809951275723
LOC_Os02g10260,5.3,0.5,0.2380952380952381,-2.070389327891398
LOC_Os02g10370,23.0,0.0,0.041666666666666664,-4.584962500721156
LOC_Os02g10380,6.4,0.6,0.21621621621621623,-2.2094533656289497
LOC_Os02g10390,21.9,1.5,0.1091703056768559,-3.1953475983222193
LOC_Os02g10480,18.8,2.4,0.1717171717171717,-2.5418937788292704
LOC_Os02g10490,4.4,0.0,0.18518518518518517,-2.4329594072761065
LOC_Os02g10540,12.4,0.0,0.07462686567164178,-3.7441610955704103
LOC_Os02g10650,8.8,0.9,0.19387755102040813,-2.366782330671623
LOC_Os02g10690,12.0,0.8,0.13846153846153847,-2.852442811586142
LOC_Os02g10820,4.0,0.0,0.2,-2.321928094887362
LOC_Os02g11030,6.9,0.6,0.20253164556962025,-2.303780748177103
LOC_Os02g11040,10.4,0.0,0.08771929824561403,-3.5109619192773796
LOC_Os02g11770,8.6,0.0,0.10416666666666667,-3.263034405833794
LOC_Os02g12050,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os02g12230,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os02g12250,8.8,0.0,0.1020408163265306,-3.292781749227846
LOC_Os02g12410,5.2,0.0,0.16129032258064516,-2.6322682154995127
LOC_Os02g12480,100.5,11.0,0.11822660098522167,-3.08037341646402
LOC_Os02g12730,13.9,2.2,0.21476510067114093,-2.2191685204621616
LOC_Os02g12794,25.5,1.9,0.10943396226415095,-3.1918675543229895
LOC_Os02g12800,10.3,1.2,0.19469026548672566,-2.3607473437778905
LOC_Os02g13270,4.0,0.0,0.2,-2.321928094887362
LOC_Os02g13510,26.0,3.5,0.16666666666666666,-2.584962500721156
LOC_Os02g13530,43.5,9.4,0.23370786516853934,-2.097221807712668
LOC_Os02g13560,14.6,0.6,0.10256410256410257,-3.2854022188622483
LOC_Os02g13660,3.6,0.0,0.2173913043478261,-2.2016338611696504
LOC_Os02g13710,9.1,1.4,0.2376237623762376,-2.0732489820306386
LOC_Os02g13980,23.7,3.8,0.19433198380566802,-2.3634047308635213
LOC_Os02g13990,18.4,2.9,0.20103092783505155,-2.314510623324879
LOC_Os02g14090,13.7,2.4,0.23129251700680273,-2.112209503586025
LOC_Os02g14160,64.1,3.3,0.06605222734254992,-3.9202489784635377
LOC_Os02g14170,19.4,3.8,0.23529411764705882,-2.0874628412503395
LOC_Os02g14430,4.1,0.0,0.19607843137254904,-2.350497247084133
LOC_Os02g14500,8.9,0.3,0.13131313131313133,-2.9289169019385173
LOC_Os02g14910,14.5,0.0,0.06451612903225806,-3.9541963103868754
LOC_Os02g14980,6.0,0.4,0.19999999999999998,-2.3219280948873626
LOC_Os02g15370,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os02g15520,6.6,0.6,0.2105263157894737,-2.247927513443585
LOC_Os02g15540,37.4,5.1,0.15885416666666666,-2.65422516315827
LOC_Os02g15649,5.8,0.0,0.14705882352941177,-2.765534746362977
LOC_Os02g15660,5.2,0.4,0.2258064516129032,-2.146841388329271
LOC_Os02g15750,3.9,0.0,0.2040816326530612,-2.292781749227846
LOC_Os02g15810,135.7,1.6,0.019019751280175568,-5.716357809464967
LOC_Os02g15860,32.3,0.0,0.030030030030030033,-5.0574502721839
LOC_Os02g15900,7.6,0.0,0.11627906976744186,-3.1043366598147357
LOC_Os02g16030,3.9,0.0,0.2040816326530612,-2.292781749227846
LOC_Os02g16480,4.3,0.0,0.18867924528301888,-2.4059923596758366
LOC_Os02g16500,7.1,0.0,0.1234567901234568,-3.017921907997262
LOC_Os02g16640,7.1,0.8,0.22222222222222224,-2.169925001442312
LOC_Os02g16730,21.0,4.0,0.22727272727272727,-2.137503523749935
LOC_Os02g16800,3.5,0.0,0.2222222222222222,-2.1699250014423126
LOC_Os02g17350,10.4,0.9,0.16666666666666666,-2.584962500721156
LOC_Os02g17620,6.9,0.0,0.12658227848101264,-2.981852653289741
LOC_Os02g17650,5.2,0.4,0.2258064516129032,-2.146841388329271
LOC_Os02g17860,14.2,0.9,0.125,-3.0
LOC_Os02g17880,12.2,0.0,0.07575757575757576,-3.722466024471091
LOC_Os02g18380,157.8,33.8,0.21914357682619645,-2.1900517012942298
LOC_Os02g18410,26.0,0.9,0.07037037037037036,-3.8288880836072456
LOC_Os02g18430,7.9,0.0,0.11235955056179775,-3.1538053360790355
LOC_Os02g18450,3.3,0.0,0.23255813953488372,-2.1043366598147357
LOC_Os02g18660,22.9,3.0,0.1673640167364017,-2.578938713093386
LOC_Os02g19970,10.5,1.7,0.23478260869565218,-2.0906025487809066
LOC_Os02g19990,6.7,0.0,0.12987012987012986,-2.9448584458075393
LOC_Os02g20360,72.9,2.0,0.04059539918809201,-4.622539958537633
LOC_Os02g20394,7.5,1.1,0.24705882352941178,-2.0170735133589415
LOC_Os02g20850,9.1,0.0,0.09900990099009901,-3.3362833878644325
LOC_Os02g21080,53.1,3.3,0.07948243992606284,-3.6532200291247174
LOC_Os02g21090,5.5,0.0,0.15384615384615385,-2.700439718141092
LOC_Os02g21640,7.0,0.0,0.125,-3.0
LOC_Os02g21650,3.1,0.0,0.24390243902439027,-2.035623909730721
LOC_Os02g21660,37.7,3.2,0.10852713178294573,-3.2038723333656502
LOC_Os02g21700,10.6,0.8,0.15517241379310345,-2.6880559936852597
LOC_Os02g22060,5.6,0.6,0.24242424242424246,-2.0443941193584534
LOC_Os02g22190,37.8,8.0,0.23195876288659795,-2.108059745857453
LOC_Os02g22680,7.7,0.0,0.1149425287356322,-3.1210154009613658
LOC_Os02g22780,28.8,2.8,0.12751677852348992,-2.9712410070185764
LOC_Os02g23826,5.5,0.0,0.15384615384615385,-2.700439718141092
LOC_Os02g24020,5.1,0.3,0.21311475409836067,-2.230297619421794
LOC_Os02g24109,10.4,0.0,0.08771929824561403,-3.5109619192773796
LOC_Os02g24150,4.7,0.0,0.17543859649122806,-2.5109619192773796
LOC_Os02g25060,13.7,0.0,0.06802721088435375,-3.877744249949002
LOC_Os02g25240,3.9,0.0,0.2040816326530612,-2.292781749227846
LOC_Os02g26140,5.8,0.0,0.14705882352941177,-2.765534746362977
LOC_Os02g26210,5.5,0.0,0.15384615384615385,-2.700439718141092
LOC_Os02g26330,3.3,0.0,0.23255813953488372,-2.1043366598147357
LOC_Os02g26440,6.0,0.4,0.19999999999999998,-2.3219280948873626
LOC_Os02g26650,11.9,1.9,0.22480620155038758,-2.153246260295682
LOC_Os02g27470,9.4,0.8,0.17307692307692307,-2.53051471669878
LOC_Os02g27594,12.0,1.9,0.22307692307692306,-2.1643868179008825
LOC_Os02g27760,45.6,5.8,0.14592274678111586,-2.776723303403941
LOC_Os02g27769,47.4,7.5,0.1756198347107438,-2.509472301136893
LOC_Os02g27810,3.3,0.0,0.23255813953488372,-2.1043366598147357
LOC_Os02g27960,13.1,0.6,0.11347517730496455,-3.1395513523987932
LOC_Os02g28720,32.5,7.0,0.23880597014925373,-2.0660891904577725
LOC_Os02g28810,56.0,3.7,0.0824561403508772,-3.6002292573744668
LOC_Os02g28900,16.4,2.5,0.20114942528735633,-2.313660478903762
LOC_Os02g29480,16.6,2.4,0.19318181818181815,-2.371968777386958
LOC_Os02g29500,23.7,2.6,0.14574898785425103,-2.7784422301423652
LOC_Os02g29890,10.2,1.4,0.2142857142857143,-2.2223924213364477
LOC_Os02g30190,9.8,1.2,0.20370370370370372,-2.2954558835261714
LOC_Os02g30420,4.5,0.0,0.18181818181818182,-2.4594316186372973
LOC_Os02g30460,9.7,0.9,0.17757009345794392,-2.4935394729575617
LOC_Os02g30470,22.5,4.0,0.2127659574468085,-2.232660756790275
LOC_Os02g30600,103.7,23.2,0.23113658070678128,-2.113182489656214
LOC_Os02g30624,4.5,0.3,0.23636363636363636,-2.0809199953835673
LOC_Os02g30630,100.4,20.7,0.21400394477317553,-2.2242907045588614
LOC_Os02g30650,7.2,0.0,0.12195121951219513,-3.035623909730721
LOC_Os02g30850,3.1,0.0,0.24390243902439027,-2.035623909730721
LOC_Os02g31840,10.6,0.0,0.08620689655172414,-3.5360529002402097
LOC_Os02g32009,204.5,14.6,0.07591240875912408,-3.719520459706797
LOC_Os02g32040,3.5,0.0,0.2222222222222222,-2.1699250014423126
LOC_Os02g32750,30.8,5.0,0.18867924528301885,-2.405992359675837
LOC_Os02g32760,10.6,1.0,0.1724137931034483,-2.5360529002402097
LOC_Os02g32950,5.6,0.0,0.15151515151515152,-2.722466024471091
LOC_Os02g33140,25.8,3.1,0.15298507462686564,-2.708537185839689
LOC_Os02g33240,38.1,1.3,0.0588235294117647,-4.08746284125034
LOC_Os02g33450,11.7,1.9,0.2283464566929134,-2.1307036916445936
LOC_Os02g33500,5.4,0.4,0.21874999999999997,-2.1926450779423963
LOC_Os02g33550,53.5,5.8,0.12477064220183486,-3.0026495784139495
LOC_Os02g33720,8.2,0.0,0.10869565217391305,-3.2016338611696504
