mRNA	CKR
LOC_Os01g11300	0
LOC_Os01g11310	0
LOC_Os01g11320	0
LOC_Os01g11330	0
LOC_Os01g11340	16.9
LOC_Os01g11350	10
LOC_Os01g11360	0.7
LOC_Os01g11370	2.8
LOC_Os01g11390	0
LOC_Os01g11400	1
LOC_Os01g11414	42.6
LOC_Os01g11430	0
LOC_Os01g11450	0
LOC_Os01g11460	0
LOC_Os01g11470	0
LOC_Os01g11480	0
LOC_Os01g11490	0
LOC_Os01g11500	2.4
LOC_Os01g11510	0
LOC_Os01g11520	18.8
LOC_Os01g11530	0
LOC_Os01g11550	5.9
LOC_Os01g11570	4.4
LOC_Os01g11580	8.8
LOC_Os01g11590	3.6
LOC_Os01g11600	2.4
LOC_Os01g11609	0
LOC_Os01g11620	2.2
LOC_Os01g11629	0
LOC_Os01g11640	0
LOC_Os01g11650	67.6
LOC_Os01g11660	1.1
LOC_Os01g11670	0
LOC_Os01g11680	0
LOC_Os01g11690	0
LOC_Os01g11700	9.2
LOC_Os01g11704	0.5
LOC_Os01g11710	1.5
LOC_Os01g11720	0
LOC_Os01g11730	5
LOC_Os01g11740	0
LOC_Os01g11750	4.8
LOC_Os01g11760	11.3
LOC_Os01g11770	1.7
LOC_Os01g11780	0
LOC_Os01g11790	0
LOC_Os01g11800	0
LOC_Os01g11810	8.6
LOC_Os01g11820	0.6
LOC_Os01g11830	11.7
LOC_Os01g11840	0
LOC_Os01g11850	0
LOC_Os01g11860	0.9
LOC_Os01g11870	0
LOC_Os01g11880	6.2
LOC_Os01g11900	23.1
LOC_Os01g11910	39
LOC_Os01g11920	1.5
LOC_Os01g11930	0
LOC_Os01g11940	0.3
LOC_Os01g11946	2.5
LOC_Os01g11952	5.2
LOC_Os01g11960	8
LOC_Os01g11970	10.2
LOC_Os01g11980	1.5
LOC_Os01g11990	0.3
LOC_Os01g12000	42.1
LOC_Os01g12010	0
LOC_Os01g12030	0
LOC_Os01g12020	0
LOC_Os01g12040	0
LOC_Os01g12060	0
LOC_Os01g12070	13.7
LOC_Os01g12080	4.7
LOC_Os01g12090	12.2
LOC_Os01g12100	96.6
LOC_Os01g12110	4.7
LOC_Os01g12120	0
LOC_Os01g12130	10.7
LOC_Os01g12140	2.3
LOC_Os01g12150	0
LOC_Os01g12160	9.4
LOC_Os01g12170	0
LOC_Os01g12180	5.9
LOC_Os01g12190	3.4
LOC_Os01g12200	3.6
LOC_Os01g12210	0.5
LOC_Os01g12220	0
LOC_Os01g12230	0.6
LOC_Os01g12240	0.4
LOC_Os01g12250	1.2
LOC_Os01g12260	7
LOC_Os01g12270	111
LOC_Os01g12280	3.5
LOC_Os01g12290	2.2
LOC_Os01g12300	2.1
LOC_Os01g12304	4.7
LOC_Os01g12310	0
LOC_Os01g12320	6.8
LOC_Os01g12330	0
LOC_Os01g12340	0.2
LOC_Os01g12350	0
LOC_Os01g12360	0
LOC_Os01g12374	0
LOC_Os01g12381	8.1
LOC_Os01g12390	28.9
LOC_Os01g12400	3.2
LOC_Os01g12410	4
LOC_Os01g12420	6.9
LOC_Os01g12430	2.8
LOC_Os01g12440	16.8
LOC_Os01g12460	0.3
LOC_Os01g12464	0.4
LOC_Os01g12470	1
LOC_Os01g12480	13.3
LOC_Os01g12490	1.5
LOC_Os01g12500	0
LOC_Os01g12510	0
LOC_Os01g12520	0
LOC_Os01g12530	13.5
LOC_Os01g12540	4
LOC_Os01g12550	3
LOC_Os01g12560	4.8
LOC_Os01g12570	0
LOC_Os01g12580	2
LOC_Os01g12590	0
LOC_Os01g12600	0
LOC_Os01g12610	0
LOC_Os01g12630	0
LOC_Os01g12640	11.1
LOC_Os01g12650	33.8
LOC_Os01g12660	1.4
LOC_Os01g12670	3.1
LOC_Os01g12680	0.5
LOC_Os01g12690	1.7
LOC_Os01g12700	0
LOC_Os01g12710	3.8
LOC_Os01g12720	12.3
LOC_Os01g12730	12
LOC_Os01g12740	0
LOC_Os01g12750	0
LOC_Os01g12760	0
LOC_Os01g12770	0
LOC_Os01g12780	0
LOC_Os01g12790	0.1
LOC_Os01g12800	8.7
LOC_Os01g12810	5.5
LOC_Os01g12820	0.4
LOC_Os01g12830	15.4
LOC_Os01g12840	7
LOC_Os01g12850	0
LOC_Os01g12860	2.6
LOC_Os01g12870	14.8
LOC_Os01g12880	29.9
LOC_Os01g12890	0.9
LOC_Os01g12900	4.1
LOC_Os01g12910	12.5
LOC_Os01g12920	33
LOC_Os01g12930	4.2
LOC_Os01g12940	0.3
LOC_Os01g12950	1
LOC_Os01g12990	0
LOC_Os01g13000	2
LOC_Os01g13010	0
LOC_Os01g13020	0
LOC_Os01g13024	0.8
LOC_Os01g13030	22.1
LOC_Os01g13040	4.7
LOC_Os01g13050	0
LOC_Os01g13060	4.1
LOC_Os01g13070	6.4
LOC_Os01g13080	27.3
LOC_Os01g13090	9.8
LOC_Os01g13100	3.3
LOC_Os01g13120	0
LOC_Os01g13130	0
LOC_Os01g13140	0
LOC_Os01g13150	3.8
LOC_Os01g13160	17
LOC_Os01g13170	8.6
LOC_Os01g13180	0.6
LOC_Os01g13190	11.2
LOC_Os01g13200	22.5
LOC_Os01g13210	43.2
LOC_Os01g13229	1.8
LOC_Os01g13250	0
LOC_Os01g13260	0.6
LOC_Os01g13270	0.7
LOC_Os01g13280	1.2
LOC_Os01g13285	0
LOC_Os01g13300	1.4
LOC_Os01g13310	0
LOC_Os01g13320	0.4
LOC_Os01g13330	0
LOC_Os01g13350	2.4
LOC_Os01g13340	5.5
LOC_Os01g13360	0
LOC_Os01g13370	20.2
LOC_Os01g13380	0
LOC_Os01g13390	5.1
LOC_Os01g13404	2.4
LOC_Os01g13420	29.1
LOC_Os01g13425	2.6
LOC_Os01g13430	20.8
LOC_Os01g13440	0
LOC_Os01g13450	1.2
LOC_Os01g13460	45
LOC_Os01g13470	7.8
LOC_Os01g13480	6
LOC_Os01g13490	3.1
LOC_Os01g13500	0
LOC_Os01g13510	0
LOC_Os01g13520	16.8
LOC_Os01g13530	2.9
LOC_Os01g13540	19.6
LOC_Os01g13550	3.3
LOC_Os01g13560	5.2
LOC_Os01g13570	0.4
LOC_Os01g13590	0
LOC_Os01g13600	0
LOC_Os01g13610	0.6
LOC_Os01g13620	0.6
LOC_Os01g13630	1
LOC_Os01g13640	3.7
LOC_Os01g13650	4.1
LOC_Os01g13660	4.4
LOC_Os01g13670	0
LOC_Os01g13680	0
LOC_Os01g13690	38.7
LOC_Os01g13700	22.9
LOC_Os01g13710	0
LOC_Os01g13720	2.4
LOC_Os01g13730	10.5
LOC_Os01g13740	0
LOC_Os01g13770	19.6
LOC_Os01g13760	11.7
LOC_Os01g13780	0.7
LOC_Os01g13800	64.1
LOC_Os01g13810	0
LOC_Os01g13820	0
LOC_Os01g13830	0
LOC_Os01g13840	0
LOC_Os01g13850	0
LOC_Os01g13860	0
LOC_Os01g13870	0
LOC_Os01g13880	0
LOC_Os01g13890	0
LOC_Os01g13900	0
LOC_Os01g13910	0
LOC_Os01g13920	0
LOC_Os01g13930	10.9
LOC_Os01g13940	0.8
LOC_Os01g13950	0
LOC_Os01g13960	0
LOC_Os01g13970	0
LOC_Os01g13980	0
LOC_Os01g13990	0
LOC_Os01g14000	0
LOC_Os01g14010	4.1
LOC_Os01g14020	2.1
LOC_Os01g14030	0
LOC_Os01g14040	2.6
LOC_Os01g14050	14.5
LOC_Os01g14060	2.9
LOC_Os01g14070	5.2
LOC_Os01g14080	2.5
LOC_Os01g14090	7.9
LOC_Os01g14100	2.7
LOC_Os01g14110	48.5
LOC_Os01g14120	0
LOC_Os01g14130	2.6
LOC_Os01g14140	19.3
LOC_Os01g14160	0
LOC_Os01g14170	0
LOC_Os01g14180	0
LOC_Os01g14190	0
LOC_Os01g14200	0
LOC_Os01g14210	0
LOC_Os01g14220	0
LOC_Os01g14230	0
LOC_Os01g14240	0
LOC_Os01g14250	0
LOC_Os01g14260	0
LOC_Os01g14270	0
LOC_Os01g14280	0
LOC_Os01g14290	0
LOC_Os01g14300	0
LOC_Os01g14310	0
LOC_Os01g14320	0
LOC_Os01g14330	0
LOC_Os01g14340	0
LOC_Os01g14360	0
LOC_Os01g14370	6.9
LOC_Os01g14380	0
LOC_Os01g14390	0
LOC_Os01g14400	0
LOC_Os01g14410	19.9
LOC_Os01g14420	3.9
LOC_Os01g14430	2.3
LOC_Os01g14440	55.2
LOC_Os01g14450	0
LOC_Os01g14460	0
LOC_Os01g14470	0
LOC_Os01g14479	0
LOC_Os01g14490	0
LOC_Os01g14510	0.7
LOC_Os01g14514	5.9
LOC_Os01g14520	18.8
LOC_Os01g14530	4.1
LOC_Os01g14540	4.7
LOC_Os01g14550	13.2
LOC_Os01g14570	0
LOC_Os01g14590	15.6
LOC_Os01g14580	11.2
LOC_Os01g14610	3.6
LOC_Os01g14620	2.2
LOC_Os01g14630	5.4
LOC_Os01g14640	0
LOC_Os01g14650	15.8
LOC_Os01g14660	15.7
LOC_Os01g14670	38.5
LOC_Os01g14690	32.6
LOC_Os01g14700	5.9
LOC_Os01g14710	59.6
LOC_Os01g14720	0.7
LOC_Os01g14730	0
LOC_Os01g14750	0
LOC_Os01g14760	0
LOC_Os01g14770	0.1
LOC_Os01g14780	0
LOC_Os01g14790	7.4
LOC_Os01g14800	0
LOC_Os01g14810	8.3
LOC_Os01g14820	5.5
LOC_Os01g14830	7
LOC_Os01g14840	8.8
LOC_Os01g14850	0
LOC_Os01g14860	37.4
LOC_Os01g14870	2.1
LOC_Os01g14880	13.8
LOC_Os01g14890	0
LOC_Os01g14900	0
LOC_Os01g14910	0
LOC_Os01g14920	5.1
LOC_Os01g14926	0
LOC_Os01g14932	12.3
LOC_Os01g14940	0
LOC_Os01g14950	52.8
LOC_Os01g14960	3.9
LOC_Os01g14970	3.1
LOC_Os01g14980	8.6
LOC_Os01g14990	1.5
LOC_Os01g15000	10.9
LOC_Os01g15010	16.9
LOC_Os01g15020	22.4
LOC_Os01g15029	20.6
LOC_Os01g15039	1
LOC_Os01g15060	0
LOC_Os01g15070	0
LOC_Os01g15080	0
LOC_Os01g15090	0
LOC_Os01g15100	10.3
LOC_Os01g15110	30
LOC_Os01g15120	13.7
LOC_Os01g15130	0
LOC_Os01g15139	0
LOC_Os01g15150	0
LOC_Os01g15170	0
LOC_Os01g15180	0
LOC_Os01g15190	0
LOC_Os01g15200	0
LOC_Os01g15210	0
LOC_Os01g15220	0.8
LOC_Os01g15229	0
LOC_Os01g15240	0
LOC_Os01g15250	0
LOC_Os01g15260	8.8
LOC_Os01g15270	632.1
LOC_Os01g15280	0
LOC_Os01g15290	19.9
LOC_Os01g15300	1.9
LOC_Os01g15310	15.7
LOC_Os01g15320	98.7
LOC_Os01g15330	0
LOC_Os01g15340	34.6
LOC_Os01g15350	10.8
LOC_Os01g15360	0
LOC_Os01g15370	0
LOC_Os01g15380	0
LOC_Os01g15390	9.4
LOC_Os01g15399	0
LOC_Os01g15410	0
LOC_Os01g15420	0
LOC_Os01g15429	0
LOC_Os01g15438	0
LOC_Os01g15448	1.2
LOC_Os01g15460	12.1
LOC_Os01g15470	17.2
LOC_Os01g15480	5
LOC_Os01g15490	5.4
LOC_Os01g15500	0
LOC_Os01g15510	1.2
LOC_Os01g15520	0.2
LOC_Os01g15530	0
LOC_Os01g15540	3.3
LOC_Os01g15550	0
LOC_Os01g15560	0
LOC_Os01g15570	0
LOC_Os01g15580	4.6
LOC_Os01g15590	0
LOC_Os01g15600	24.3
LOC_Os01g15610	27.5
LOC_Os01g15620	0
LOC_Os01g15630	17.6
LOC_Os01g15640	28.5
LOC_Os01g15650	0
LOC_Os01g15660	4.5
LOC_Os01g15669	0
LOC_Os01g15680	0
LOC_Os01g15690	0
LOC_Os01g15700	0
LOC_Os01g15709	0
LOC_Os01g15720	0
LOC_Os01g15730	0
LOC_Os01g15740	0
LOC_Os01g15750	0
LOC_Os01g15760	0
LOC_Os01g15770	3.8
LOC_Os01g15780	6.6
LOC_Os01g15790	2.1
LOC_Os01g15800	0
LOC_Os01g15810	13.5
LOC_Os01g15819	0
LOC_Os01g15830	139
LOC_Os01g15840	1.8
LOC_Os01g15850	2.7
LOC_Os01g15860	2.9
LOC_Os01g15880	2.6
LOC_Os01g15890	0.9
LOC_Os01g15900	18.8
LOC_Os01g15910	0.2
LOC_Os01g15920	4
LOC_Os01g15934	0
LOC_Os01g15950	0
LOC_Os01g15960	0
LOC_Os01g15970	54.6
LOC_Os01g15979	2.5
LOC_Os01g15990	1.6
LOC_Os01g16000	12.8
LOC_Os01g16010	5.8
LOC_Os01g16020	7.2
LOC_Os01g16030	11.1
LOC_Os01g16040	6.9
LOC_Os01g16050	0
LOC_Os01g16060	1.1
LOC_Os01g16070	12
LOC_Os01g16080	2.3
LOC_Os01g16090	51.2
LOC_Os01g16100	1.2
LOC_Os01g16110	10.6
LOC_Os01g16120	0
LOC_Os01g16124	1
LOC_Os01g16130	2.5
LOC_Os01g16140	3.3
LOC_Os01g16146	9.7
LOC_Os01g16152	4.3
LOC_Os01g16160	0
LOC_Os01g16170	1.7
LOC_Os01g16180	13.3
LOC_Os01g16190	21.7
LOC_Os01g16200	4.6
LOC_Os01g16210	3.5
LOC_Os01g16220	4.5
LOC_Os01g16230	4.9
LOC_Os01g16240	35.2
LOC_Os01g16260	2.1
LOC_Os01g16250	1.1
LOC_Os01g16270	0
LOC_Os01g16280	0
LOC_Os01g16290	2.6
LOC_Os01g16300	0
LOC_Os01g16310	0.4
LOC_Os01g16320	0
LOC_Os01g16330	5.8
LOC_Os01g16340	1.2
LOC_Os01g16350	10.4
LOC_Os01g16354	8.9
LOC_Os01g16360	0
LOC_Os01g16370	0.5
LOC_Os01g16380	0.8
LOC_Os01g16390	0.9
LOC_Os01g16400	1.7
LOC_Os01g16414	2.6
LOC_Os01g16430	23.1
LOC_Os01g16440	0
LOC_Os01g16450	71
LOC_Os01g16460	0.3
LOC_Os01g16470	0
LOC_Os01g16480	0
LOC_Os01g16490	0
LOC_Os01g16500	0
LOC_Os01g16510	5.7
LOC_Os01g16520	4.8
LOC_Os01g16530	4.6
LOC_Os01g16540	10.1
LOC_Os01g16550	4
LOC_Os01g16560	0
LOC_Os01g16570	0
LOC_Os01g16580	0
LOC_Os01g16590	0
LOC_Os01g16600	6.3
LOC_Os01g16610	0
LOC_Os01g16620	1.2
LOC_Os01g16630	0
LOC_Os01g16640	16.4
LOC_Os01g16650	62
LOC_Os01g16660	0
LOC_Os01g16670	42.4
LOC_Os01g16680	3
LOC_Os01g16690	0
LOC_Os01g16700	0
LOC_Os01g16714	3.4
LOC_Os01g16730	0
LOC_Os01g16740	0
LOC_Os01g16750	0.4
LOC_Os01g16760	1
LOC_Os01g16770	24.1
LOC_Os01g16780	0
LOC_Os01g16790	0
LOC_Os01g16800	0
LOC_Os01g16810	2.4
LOC_Os01g16820	0
LOC_Os01g16830	0
LOC_Os01g16840	0
LOC_Os01g16850	0
LOC_Os01g16860	0
LOC_Os01g16870	14.3
LOC_Os01g16880	3
LOC_Os01g16890	36.9
LOC_Os01g16900	28.7
LOC_Os01g16910	5.7
LOC_Os01g16920	0
LOC_Os01g16930	12.5
LOC_Os01g16940	4.1
LOC_Os01g16950	12.9
LOC_Os01g16960	21.9
LOC_Os01g16970	20.2
LOC_Os01g16980	2.1
LOC_Os01g16990	0
LOC_Os01g17000	4.7
LOC_Os01g17010	11.1
LOC_Os01g17020	5.6
LOC_Os01g17030	0
LOC_Os01g17040	2.2
LOC_Os01g17050	5.7
LOC_Os01g17060	4.4
LOC_Os01g17065	3.2
LOC_Os01g17070	0.3
LOC_Os01g17080	0
LOC_Os01g17090	0
LOC_Os01g17100	0
LOC_Os01g17110	0
LOC_Os01g17120	0
LOC_Os01g17130	0
LOC_Os01g17150	4.1
LOC_Os01g17160	6.4
LOC_Os01g17170	21
LOC_Os01g17180	7.5
LOC_Os01g17190	75.4
LOC_Os01g17214	0.3
LOC_Os01g17240	0.6
LOC_Os01g17250	7.1
LOC_Os01g17260	2.8
LOC_Os01g17279	5
LOC_Os01g17300	1.1
LOC_Os01g17310	0
LOC_Os01g17320	0.8
LOC_Os01g17330	0.9
LOC_Os01g17360	0
LOC_Os01g17370	0
LOC_Os01g17380	0
LOC_Os01g17390	27.1
LOC_Os01g17396	3
LOC_Os01g17402	0
LOC_Os01g17410	0
LOC_Os01g17420	4.1
LOC_Os01g17430	55.4
LOC_Os01g17440	0
LOC_Os01g17450	0
LOC_Os01g17460	0
LOC_Os01g17470	1.6
LOC_Os01g17970	0
LOC_Os01g17980	0
LOC_Os01g17990	0
LOC_Os01g18000	0
LOC_Os01g18010	0
LOC_Os01g18020	0
LOC_Os01g18030	0
LOC_Os01g18040	0
LOC_Os01g18050	67.9
LOC_Os01g18060	1.3
LOC_Os01g18070	18.5
LOC_Os01g18080	18.8
LOC_Os01g18090	0
LOC_Os01g18100	4.2
LOC_Os01g18110	0.4
LOC_Os01g18120	0
LOC_Os01g18130	0
LOC_Os01g18140	0.9
LOC_Os01g18150	0
LOC_Os01g18160	20.6
LOC_Os01g18170	347
LOC_Os01g18180	0
LOC_Os01g18190	0
LOC_Os01g18200	0
LOC_Os01g18210	5.9
LOC_Os01g18220	3.9
LOC_Os01g18230	1
LOC_Os01g18240	11.2
LOC_Os01g18250	0
LOC_Os01g18260	0
LOC_Os01g18270	0
LOC_Os01g18280	2
LOC_Os01g18290	0.5
LOC_Os01g18300	0
LOC_Os01g18310	0
LOC_Os01g18320	1.1
LOC_Os01g18330	0
LOC_Os01g18340	1.8
LOC_Os01g18350	0
LOC_Os01g18360	1
LOC_Os01g18370	0.3
LOC_Os01g18375	1.9
LOC_Os01g18390	0
LOC_Os01g18400	15.7
LOC_Os01g18410	1.1
LOC_Os01g18420	0
LOC_Os01g18440	0
LOC_Os01g18450	34.2
LOC_Os01g18460	0
LOC_Os01g18470	0
LOC_Os01g18480	0
LOC_Os01g18490	0
LOC_Os01g18500	0
LOC_Os01g18510	0
LOC_Os01g18520	0
LOC_Os01g18530	1.3
LOC_Os01g18540	0
LOC_Os01g18550	0
LOC_Os01g18560	0
LOC_Os01g18570	0
LOC_Os01g18584	4.6
LOC_Os01g18610	0
LOC_Os01g18620	2
LOC_Os01g18630	31.7
LOC_Os01g18640	25.9
LOC_Os01g18650	0
LOC_Os01g18660	5.9
LOC_Os01g18670	73.5
LOC_Os01g18680	0
LOC_Os01g18690	0
LOC_Os01g18700	0
LOC_Os01g18710	0.5
LOC_Os01g18720	0
LOC_Os01g18730	0.8
LOC_Os01g18744	123.1
LOC_Os01g18760	0
LOC_Os01g18770	0
LOC_Os01g18780	0
LOC_Os01g18790	0
LOC_Os01g18800	20.2
LOC_Os01g18810	0
LOC_Os01g18830	0
LOC_Os01g18840	0
LOC_Os01g18850	18.8
LOC_Os01g18860	0.6
LOC_Os01g18870	0
LOC_Os01g18890	0.9
LOC_Os01g18880	4.3
LOC_Os01g18900	2.8
LOC_Os01g18910	0
LOC_Os01g18920	0
LOC_Os01g18930	0
LOC_Os01g18940	0
LOC_Os01g18950	2.2
LOC_Os01g18960	0
LOC_Os01g18970	29.1
LOC_Os01g18980	0
LOC_Os01g18990	0
LOC_Os01g19000	0
LOC_Os01g19010	0
LOC_Os01g19020	239.8
LOC_Os01g19030	0
LOC_Os01g19040	0
LOC_Os01g19050	0
LOC_Os01g19060	0
LOC_Os01g19070	0
LOC_Os01g19080	0
LOC_Os01g19090	0
LOC_Os01g19100	0
LOC_Os01g19110	0
LOC_Os01g19120	0
LOC_Os01g19130	29.4
LOC_Os01g19140	0.7
LOC_Os01g19160	1.9
LOC_Os01g19150	17.5
LOC_Os01g19170	7.6
LOC_Os01g19180	0
LOC_Os01g19190	0
LOC_Os01g19200	0
LOC_Os01g19210	0
LOC_Os01g19220	14.4
LOC_Os01g19230	0
LOC_Os01g19240	0
LOC_Os01g19250	0
LOC_Os01g19260	21.7
LOC_Os01g19270	0.8
LOC_Os01g19280	0
LOC_Os01g19290	3.8
LOC_Os01g19300	0
LOC_Os01g19310	0
LOC_Os01g19320	0.6
LOC_Os01g19330	0.8
LOC_Os01g19340	0
LOC_Os01g19350	0
LOC_Os01g19360	0
LOC_Os01g19370	0
LOC_Os01g19380	0.5
LOC_Os01g19390	2.3
LOC_Os01g19400	2.7
LOC_Os01g19410	51.9
LOC_Os01g19420	0
LOC_Os01g19430	0
LOC_Os01g19440	0
LOC_Os01g19450	31.3
LOC_Os01g19460	0.7
LOC_Os01g19470	10.1
LOC_Os01g19480	2
LOC_Os01g19490	3.7
LOC_Os01g19500	0
LOC_Os01g19510	0
LOC_Os01g19529	0
LOC_Os01g19548	0.8
LOC_Os01g19570	0
LOC_Os01g19580	0
LOC_Os01g19590	0
LOC_Os01g19600	0
LOC_Os01g19610	0
LOC_Os01g19620	0
LOC_Os01g19630	5.4
LOC_Os01g19640	0
LOC_Os01g19650	0
LOC_Os01g19660	0
LOC_Os01g19670	3.6
LOC_Os01g19680	0
LOC_Os01g19694	0.1
LOC_Os01g19710	0
LOC_Os01g19720	0
LOC_Os01g19724	24.5
LOC_Os01g19730	3.3
LOC_Os01g19740	7.9
LOC_Os01g19750	0
LOC_Os01g19760	2.7
LOC_Os01g19770	0
LOC_Os01g19780	3.2
LOC_Os01g19790	0
LOC_Os01g19800	3.2
LOC_Os01g19820	12.8
LOC_Os01g19830	0
LOC_Os01g19840	20.6
LOC_Os01g19850	0.2
LOC_Os01g19860	0
LOC_Os01g19870	6.1
LOC_Os01g19880	8.7
LOC_Os01g19894	0
LOC_Os01g19910	0
LOC_Os01g19920	0
LOC_Os01g19930	0
LOC_Os01g19940	15.5
LOC_Os01g19950	0.9
LOC_Os01g19960	0
LOC_Os01g19970	0
LOC_Os01g19980	0
LOC_Os01g19990	6.7
LOC_Os01g20000	0
LOC_Os01g20010	0
LOC_Os01g20020	0
LOC_Os01g20030	0
LOC_Os01g20040	0
LOC_Os01g20050	0
LOC_Os01g20060	0
LOC_Os01g20070	0
LOC_Os01g20080	0
LOC_Os01g20090	0
LOC_Os01g20100	0
LOC_Os01g20110	0.3
LOC_Os01g20120	2.5
LOC_Os01g20130	0
LOC_Os01g20140	0
LOC_Os01g20150	0
LOC_Os01g20160	6.7
LOC_Os01g20170	0
LOC_Os01g20190	0
LOC_Os01g20200	0
LOC_Os01g20202	0.5
LOC_Os01g20204	0.5
LOC_Os01g20206	29.3
LOC_Os01g20208	0
LOC_Os01g20700	0
LOC_Os01g20710	0
LOC_Os01g20720	1.8
LOC_Os01g20730	0.7
LOC_Os01g20740	0
LOC_Os01g20750	0
LOC_Os01g20760	0
LOC_Os01g20770	0
LOC_Os01g20780	19.1
LOC_Os01g20800	0
LOC_Os01g20810	0
LOC_Os01g20820	0
LOC_Os01g20830	8.1
LOC_Os01g20840	11.1
LOC_Os01g20850	0
LOC_Os01g20860	2
LOC_Os01g20870	0
LOC_Os01g20880	3.9
LOC_Os01g20890	5.3
LOC_Os01g20894	12.8
LOC_Os01g20900	4.3
LOC_Os01g20910	3.5
LOC_Os01g20920	0
LOC_Os01g20930	1.6
LOC_Os01g20940	10.3
LOC_Os01g20950	0
LOC_Os01g20960	0
LOC_Os01g20970	1.2
LOC_Os01g20980	4.5
LOC_Os01g20990	0
LOC_Os01g21000	0
LOC_Os01g21010	0
LOC_Os01g21020	0
LOC_Os01g21034	1.3
LOC_Os01g21050	0
LOC_Os01g21060	0
LOC_Os01g21070	5.7
LOC_Os01g21080	0
LOC_Os01g21090	0
LOC_Os01g21100	2.7
LOC_Os01g21110	0
LOC_Os01g21120	3.8
LOC_Os01g21130	0
LOC_Os01g21135	0
LOC_Os01g21144	0.5
LOC_Os01g21160	18.4
LOC_Os01g21170	0.7
LOC_Os01g21180	9.9
LOC_Os01g21190	0
LOC_Os01g21200	0
LOC_Os01g21210	0
LOC_Os01g21220	0
LOC_Os01g21230	0
LOC_Os01g21240	0.7
LOC_Os01g21250	192.3
LOC_Os01g21260	0
LOC_Os01g21270	0
LOC_Os01g21280	0
LOC_Os01g21290	0
LOC_Os01g21300	0
LOC_Os01g21310	1.3
LOC_Os01g21320	28.6
LOC_Os01g21340	0
LOC_Os01g21350	0
LOC_Os01g21360	0
LOC_Os01g21370	0
LOC_Os01g21380	0
LOC_Os01g21390	0
LOC_Os01g21400	0
LOC_Os01g21410	19
LOC_Os01g21420	1.2
LOC_Os01g21430	0
LOC_Os01g21440	23.1
LOC_Os01g21450	8.6
LOC_Os01g21480	0
LOC_Os01g21490	0
LOC_Os01g21500	0
LOC_Os01g21510	0
LOC_Os01g21520	0
LOC_Os01g21530	0
LOC_Os01g21536	0
LOC_Os01g21542	0
LOC_Os01g21550	0
LOC_Os01g21560	4.1
LOC_Os01g21570	0
LOC_Os01g21580	0
LOC_Os01g21585	0
LOC_Os01g21590	5.1
LOC_Os01g21600	0
LOC_Os01g21610	7.2
LOC_Os01g21620	0
LOC_Os01g21630	0.7
LOC_Os01g21640	1
LOC_Os01g21650	0.7
LOC_Os01g21660	0
LOC_Os01g21670	0
LOC_Os01g21680	0
LOC_Os01g21690	0
LOC_Os01g21700	0
LOC_Os01g21710	0
LOC_Os01g21720	0
LOC_Os01g21730	0
LOC_Os01g21740	1.2
LOC_Os01g21750	0
LOC_Os01g21760	0
LOC_Os01g21770	6.7
LOC_Os01g21780	0
LOC_Os01g21790	0
LOC_Os01g21800	0
LOC_Os01g21810	0
LOC_Os01g21820	1.5
LOC_Os01g21830	0
LOC_Os01g21840	0
LOC_Os01g21850	12.6
LOC_Os01g21860	4
LOC_Os01g21870	4.6
LOC_Os01g21880	11
LOC_Os01g21890	0.4
LOC_Os01g21900	0
LOC_Os01g21920	0
LOC_Os01g21930	0
LOC_Os01g21934	0
LOC_Os01g21940	3.1
LOC_Os01g21950	0
LOC_Os01g21960	11
LOC_Os01g21970	1.7
LOC_Os01g21980	0
LOC_Os01g21990	0
LOC_Os01g22000	1.6
LOC_Os01g22010	348.9
LOC_Os01g22030	0
LOC_Os01g22039	0
LOC_Os01g22050	0.1
LOC_Os01g22070	1.8
LOC_Os01g22080	0
LOC_Os01g22090	3.7
LOC_Os01g22100	3.1
LOC_Os01g22110	0
LOC_Os01g22120	0
LOC_Os01g22129	0
LOC_Os01g22140	0
LOC_Os01g22150	0
LOC_Os01g22170	0
LOC_Os01g22180	0
LOC_Os01g22190	0
LOC_Os01g22200	0
LOC_Os01g22209	0
LOC_Os01g22220	0
LOC_Os01g22230	2.7
LOC_Os01g22249	0
LOC_Os01g22270	0
LOC_Os01g22280	0
LOC_Os01g22289	0
LOC_Os01g22300	0
LOC_Os01g22309	0
LOC_Os01g22320	0
LOC_Os01g22336	5.6
LOC_Os01g22352	6.7
LOC_Os01g22370	59.6
LOC_Os01g22380	0
LOC_Os01g22390	2.6
LOC_Os01g22400	2.3
LOC_Os01g22410	0
LOC_Os01g22420	0
LOC_Os01g22430	3.7
LOC_Os01g22440	21.8
LOC_Os01g22450	0.4
LOC_Os01g22480	1.6
LOC_Os01g22490	180
LOC_Os01g22500	11.9
LOC_Os01g22510	4.8
LOC_Os01g22520	59.4
LOC_Os01g22530	0
LOC_Os01g22540	0
LOC_Os01g22550	2.5
LOC_Os01g22560	0
LOC_Os01g22570	0
LOC_Os01g22590	0
LOC_Os01g22600	5.7
LOC_Os01g22609	0
LOC_Os01g22620	0
LOC_Os01g22630	4.3
LOC_Os01g22640	7.7
LOC_Os01g22650	0
LOC_Os01g22670	164.5
LOC_Os01g22660	38.9
LOC_Os01g22680	110.9
LOC_Os01g22700	0
LOC_Os01g22710	0
LOC_Os01g22720	0
LOC_Os01g22730	0
LOC_Os01g22740	0
LOC_Os01g22750	0
LOC_Os01g22760	0
LOC_Os01g22770	0
LOC_Os01g22780	0
LOC_Os01g22794	0
